job_name,task_name,status,start_time,end_time,plan_cpu,plan_mem,plan_gpu,gpu_type
pai-pod-000000,tensorflow,Terminated,542323.0,1125536.0,600.0,29.296875,50.0,V100
pai-pod-000001,TensorboardTask,Terminated,810400.0,1124553.0,400.0,8.01953125,,
pai-pod-000002,TensorboardTask,Terminated,873190.0,1391517.0,400.0,8.01953125,,
pai-pod-000003,tensorflow,Terminated,889626.0,1127867.0,600.0,29.296875,50.0,V100
pai-pod-000004,tensorflow,Terminated,925461.0,1101832.0,600.0,29.296875,100.0,T4
pai-pod-000005,tensorflow,Terminated,931550.0,1106248.0,600.0,29.296875,100.0,MISC
pai-pod-000006,tensorflow,Terminated,952697.0,1251281.0,600.0,29.296875,400.0,P100
pai-pod-000007,tensorflow,Terminated,962704.0,1104810.0,600.0,29.296875,25.0,T4
pai-pod-000008,TensorboardTask,Terminated,984392.0,1380101.0,400.0,8.01953125,,
pai-pod-000009,TensorboardTask,Terminated,984682.0,1232221.0,100.0,1.97265625,,
pai-pod-000010,tensorflow,Terminated,991185.0,1101105.0,900.0,29.296875,100.0,T4
pai-pod-000011,PyTorchWorker,Terminated,991707.0,1232078.0,1800.0,58.59375,100.0,P100
pai-pod-000012,PyTorchWorker,Terminated,991774.0,1224062.0,1800.0,58.59375,100.0,P100
pai-pod-000013,PyTorchWorker,Terminated,991846.0,1149509.0,1800.0,58.59375,100.0,P100
pai-pod-000014,PyTorchWorker,Terminated,991915.0,1146545.0,1800.0,58.59375,100.0,P100
pai-pod-000015,tensorflow,Terminated,997465.0,1097553.0,1600.0,29.296875,100.0,MISC
pai-pod-000016,tensorflow,Terminated,997514.0,1103945.0,1600.0,29.296875,100.0,MISC
pai-pod-000017,PyTorchWorker,Terminated,998792.0,1104138.0,1800.0,58.59375,100.0,MISC
pai-pod-000018,PyTorchWorker,Terminated,999214.0,1113599.0,1800.0,58.59375,100.0,MISC
pai-pod-000019,PyTorchWorker,Terminated,999357.0,1130142.0,1800.0,58.59375,100.0,MISC
pai-pod-000020,tensorflow,Terminated,1000250.0,1115946.0,600.0,29.296875,50.0,MISC
pai-pod-000021,tensorflow,Terminated,1006750.0,1469553.0,600.0,29.296875,200.0,P100
pai-pod-000022,PyTorchWorker,Terminated,1008516.0,1162624.0,1800.0,58.59375,100.0,MISC
pai-pod-000023,tensorflow,Terminated,1010912.0,1195655.0,3200.0,29.296875,200.0,T4
pai-pod-000024,tensorflow,Terminated,1012382.0,1103851.0,2000.0,29.296875,100.0,MISC
pai-pod-000025,tensorflow,Terminated,1012429.0,1188238.0,600.0,29.296875,100.0,T4
pai-pod-000026,tensorflow,Terminated,1013313.0,1103522.0,1200.0,29.296875,100.0,MISC
pai-pod-000027,tensorflow,Terminated,1014151.0,1105019.0,1200.0,29.296875,100.0,MISC
pai-pod-000028,tensorflow,Terminated,1014195.0,1104209.0,1200.0,29.296875,100.0,MISC
pai-pod-000029,tensorflow,Terminated,1014211.0,1159270.0,600.0,29.296875,100.0,MISC
pai-pod-000030,tensorflow,Terminated,1014348.0,1110989.0,1200.0,29.296875,100.0,MISC
pai-pod-000031,tensorflow,Terminated,1014459.0,1104925.0,1200.0,29.296875,100.0,MISC
pai-pod-000032,tensorflow,Terminated,1014950.0,1104639.0,1200.0,29.296875,100.0,MISC
pai-pod-000033,tensorflow,Terminated,1015018.0,1106867.0,1200.0,29.296875,100.0,MISC
pai-pod-000034,tensorflow,Terminated,1015597.0,1097157.0,1200.0,29.296875,100.0,MISC
pai-pod-000035,tensorflow,Terminated,1017105.0,1195518.0,600.0,29.296875,100.0,MISC
pai-pod-000036,tensorflow,Terminated,1020303.0,1102096.0,600.0,29.296875,50.0,MISC
pai-pod-000037,tensorflow,Terminated,1020306.0,1097712.0,600.0,29.296875,50.0,MISC
pai-pod-000038,tensorflow,Terminated,1020306.0,1095326.0,600.0,29.296875,50.0,MISC
pai-pod-000039,tensorflow,Terminated,1020306.0,1096005.0,600.0,29.296875,50.0,MISC
pai-pod-000040,tensorflow,Terminated,1020306.0,1095675.0,600.0,29.296875,50.0,MISC
pai-pod-000041,tensorflow,Terminated,1020307.0,1095430.0,600.0,29.296875,50.0,MISC
pai-pod-000042,tensorflow,Terminated,1020307.0,1101201.0,600.0,29.296875,50.0,MISC
pai-pod-000043,tensorflow,Terminated,1021726.0,1095386.0,600.0,29.296875,100.0,MISC
pai-pod-000044,tensorflow,Terminated,1021927.0,1178507.0,600.0,29.296875,100.0,MISC
pai-pod-000045,tensorflow,Terminated,1022721.0,1104672.0,600.0,29.296875,25.0,MISC
pai-pod-000046,tensorflow,Terminated,1025455.0,1128917.0,600.0,29.296875,100.0,MISC
pai-pod-000047,tensorflow,Terminated,1025459.0,1100994.0,600.0,29.296875,100.0,MISC
pai-pod-000048,tensorflow,Terminated,1025680.0,1119324.0,600.0,29.296875,25.0,MISC
pai-pod-000049,tensorflow,Terminated,1025687.0,1106156.0,600.0,29.296875,25.0,MISC
pai-pod-000050,tensorflow,Terminated,1025759.0,1098922.0,600.0,29.296875,100.0,MISC
pai-pod-000051,tensorflow,Terminated,1025913.0,1146236.0,600.0,29.296875,100.0,MISC
pai-pod-000052,tensorflow,Terminated,1026233.0,1305878.0,600.0,29.296875,100.0,MISC
pai-pod-000053,tensorflow,Terminated,1028374.0,1096188.0,600.0,29.296875,25.0,MISC
pai-pod-000054,tensorflow,Terminated,1028374.0,1102538.0,600.0,29.296875,25.0,MISC
pai-pod-000055,tensorflow,Terminated,1028375.0,1107704.0,600.0,29.296875,25.0,MISC
pai-pod-000056,tensorflow,Terminated,1028375.0,1109381.0,600.0,29.296875,25.0,MISC
pai-pod-000057,tensorflow,Terminated,1036804.0,1142894.0,600.0,29.296875,50.0,MISC
pai-pod-000058,tensorflow,Terminated,1041411.0,1110240.0,100.0,29.296875,200.0,MISC
pai-pod-000059,evaluator,Terminated,1042263.0,1106706.0,400.0,29.296875,200.0,V100
pai-pod-000060,evaluator,Terminated,1042491.0,1126902.0,400.0,29.296875,200.0,V100
pai-pod-000061,TensorboardTask,Terminated,1043740.0,1135787.0,100.0,1.97265625,,
pai-pod-000062,TensorboardTask,Terminated,1043827.0,1135782.0,100.0,1.97265625,,
pai-pod-000063,tensorflow,Terminated,1044818.0,1216096.0,600.0,29.296875,400.0,V100
pai-pod-000064,PyTorchWorker,Terminated,1044857.0,1178712.0,3200.0,390.625,100.0,MISC
pai-pod-000065,PyTorchWorker,Terminated,1045885.0,1098823.0,1800.0,58.59375,100.0,T4
pai-pod-000066,tensorflow,Terminated,1045914.0,1116789.0,600.0,29.296875,50.0,T4
pai-pod-000067,PyTorchWorker,Terminated,1046174.0,1109404.0,1800.0,58.59375,100.0,T4
pai-pod-000068,PyTorchWorker,Terminated,1046580.0,1258563.0,400.0,10.0,100.0,P100
pai-pod-000069,tensorflow,Terminated,1047401.0,1117223.0,600.0,29.296875,400.0,V100
pai-pod-000070,tensorflow,Terminated,1048057.0,1198501.0,600.0,29.296875,50.0,MISC
pai-pod-000071,PyTorchWorker,Terminated,1048708.0,1132526.0,1000.0,9.765625,100.0,MISC
pai-pod-000072,tensorflow,Terminated,1049125.0,1135881.0,1600.0,29.296875,100.0,MISC
pai-pod-000073,tensorflow,Terminated,1049147.0,1130578.0,1600.0,29.296875,100.0,MISC
pai-pod-000074,tensorflow,Terminated,1049172.0,1136414.0,600.0,29.296875,100.0,MISC
pai-pod-000075,tensorflow,Terminated,1049179.0,1121353.0,1600.0,29.296875,100.0,MISC
pai-pod-000076,tensorflow,Terminated,1049213.0,1146416.0,1600.0,29.296875,100.0,P100
pai-pod-000077,tensorflow,Terminated,1049627.0,1203066.0,600.0,29.296875,50.0,MISC
pai-pod-000078,ReduceTask,Terminated,1050000.0,1120283.0,100.0,1.97265625,,
pai-pod-000079,tensorflow,Terminated,1050609.0,1102374.0,600.0,29.296875,50.0,MISC
pai-pod-000080,tensorflow,Terminated,1050609.0,1109083.0,600.0,29.296875,50.0,MISC
pai-pod-000081,tensorflow,Terminated,1050609.0,1109982.0,600.0,29.296875,50.0,MISC
pai-pod-000082,tensorflow,Terminated,1050610.0,1102717.0,600.0,29.296875,50.0,MISC
pai-pod-000083,tensorflow,Terminated,1050610.0,1098641.0,600.0,29.296875,50.0,MISC
pai-pod-000084,tensorflow,Terminated,1050610.0,1107218.0,600.0,29.296875,50.0,MISC
pai-pod-000085,tensorflow,Terminated,1050610.0,1103988.0,600.0,29.296875,50.0,MISC
pai-pod-000086,tensorflow,Terminated,1050632.0,1108574.0,600.0,29.296875,50.0,MISC
pai-pod-000087,tensorflow,Terminated,1050663.0,1105382.0,600.0,29.296875,50.0,MISC
pai-pod-000088,tensorflow,Terminated,1050663.0,1104694.0,600.0,29.296875,50.0,MISC
pai-pod-000089,tensorflow,Terminated,1050734.0,1111263.0,600.0,29.296875,50.0,MISC
pai-pod-000090,tensorflow,Terminated,1050735.0,1102760.0,600.0,29.296875,50.0,MISC
pai-pod-000091,tensorflow,Terminated,1050735.0,1097382.0,600.0,29.296875,50.0,MISC
pai-pod-000092,tensorflow,Terminated,1050735.0,1104530.0,600.0,29.296875,50.0,MISC
pai-pod-000093,tensorflow,Terminated,1050736.0,1102226.0,600.0,29.296875,50.0,MISC
pai-pod-000094,tensorflow,Terminated,1050737.0,1103612.0,600.0,29.296875,50.0,MISC
pai-pod-000095,tensorflow,Terminated,1050737.0,1100675.0,600.0,29.296875,50.0,MISC
pai-pod-000096,tensorflow,Terminated,1050737.0,1100735.0,600.0,29.296875,50.0,MISC
pai-pod-000097,tensorflow,Terminated,1050794.0,1110273.0,600.0,29.296875,25.0,MISC
pai-pod-000098,tensorflow,Terminated,1050794.0,1111227.0,600.0,29.296875,25.0,MISC
pai-pod-000099,tensorflow,Terminated,1050794.0,1108938.0,600.0,29.296875,25.0,MISC
pai-pod-000100,tensorflow,Terminated,1050797.0,1103480.0,600.0,29.296875,25.0,MISC
pai-pod-000101,tensorflow,Terminated,1050797.0,1110295.0,600.0,29.296875,25.0,MISC
pai-pod-000102,tensorflow,Terminated,1050797.0,1099396.0,600.0,29.296875,25.0,MISC
pai-pod-000103,tensorflow,Terminated,1050797.0,1099094.0,600.0,29.296875,25.0,MISC
pai-pod-000104,tensorflow,Terminated,1050802.0,1102610.0,600.0,29.296875,25.0,MISC
pai-pod-000105,tensorflow,Terminated,1050806.0,1111696.0,600.0,29.296875,25.0,MISC
pai-pod-000106,tensorflow,Terminated,1050809.0,1102480.0,600.0,29.296875,25.0,P100
pai-pod-000107,tensorflow,Terminated,1050809.0,1097256.0,600.0,29.296875,50.0,P100
pai-pod-000108,tensorflow,Terminated,1050812.0,1097016.0,600.0,29.296875,50.0,P100
pai-pod-000109,tensorflow,Terminated,1050812.0,1096935.0,600.0,29.296875,50.0,P100
pai-pod-000110,tensorflow,Terminated,1050812.0,1096955.0,600.0,29.296875,50.0,P100
pai-pod-000111,tensorflow,Terminated,1050817.0,1108591.0,600.0,29.296875,50.0,MISC
pai-pod-000112,PyTorchWorker,Terminated,1050819.0,1120619.0,300.0,292.96875,500.0,V100
pai-pod-000113,tensorflow,Terminated,1050825.0,1101196.0,600.0,29.296875,25.0,P100
pai-pod-000114,tensorflow,Terminated,1050825.0,1103072.0,600.0,29.296875,50.0,P100
pai-pod-000115,tensorflow,Terminated,1050826.0,1101225.0,600.0,29.296875,25.0,P100
pai-pod-000116,tensorflow,Terminated,1050827.0,1099060.0,600.0,29.296875,25.0,P100
pai-pod-000117,tensorflow,Terminated,1050827.0,1101126.0,600.0,29.296875,25.0,P100
pai-pod-000118,tensorflow,Terminated,1050827.0,1098859.0,600.0,29.296875,25.0,P100
pai-pod-000119,tensorflow,Terminated,1050827.0,1100553.0,600.0,29.296875,25.0,P100
pai-pod-000120,tensorflow,Terminated,1050827.0,1098668.0,600.0,29.296875,25.0,P100
pai-pod-000121,tensorflow,Terminated,1050828.0,1098849.0,600.0,29.296875,25.0,P100
pai-pod-000122,tensorflow,Terminated,1050828.0,1097401.0,600.0,29.296875,25.0,P100
pai-pod-000123,tensorflow,Terminated,1050829.0,1097301.0,600.0,29.296875,25.0,P100
pai-pod-000124,tensorflow,Terminated,1051639.0,1102529.0,600.0,29.296875,25.0,MISC
pai-pod-000125,tensorflow,Terminated,1051639.0,1103474.0,600.0,29.296875,25.0,MISC
pai-pod-000126,tensorflow,Terminated,1051639.0,1108590.0,600.0,29.296875,25.0,MISC
pai-pod-000127,tensorflow,Terminated,1051639.0,1108092.0,600.0,29.296875,25.0,MISC
pai-pod-000128,tensorflow,Terminated,1051639.0,1111994.0,600.0,29.296875,25.0,MISC
pai-pod-000129,tensorflow,Terminated,1051639.0,1099052.0,600.0,29.296875,25.0,MISC
pai-pod-000130,tensorflow,Terminated,1051640.0,1109238.0,600.0,29.296875,25.0,MISC
pai-pod-000131,tensorflow,Terminated,1051640.0,1106195.0,600.0,29.296875,25.0,MISC
pai-pod-000132,tensorflow,Terminated,1051661.0,1116187.0,600.0,29.296875,25.0,MISC
pai-pod-000133,PyTorchWorker,Terminated,1052907.0,1175957.0,3200.0,292.96875,100.0,MISC
pai-pod-000134,PyTorchWorker,Terminated,1053715.0,1124688.0,1800.0,58.59375,100.0,MISC
pai-pod-000135,PyTorchWorker,Terminated,1053830.0,1239216.0,1800.0,58.59375,100.0,P100
pai-pod-000136,tensorflow,Terminated,1054532.0,1096717.0,600.0,29.296875,500.0,V100
pai-pod-000137,tensorflow,Terminated,1055035.0,1180032.0,100.0,29.296875,100.0,T4
pai-pod-000138,tensorflow,Terminated,1056448.0,1111170.0,20.0,29.296875,5.0,MISC
pai-pod-000139,tensorflow,Terminated,1056455.0,1095055.0,20.0,29.296875,5.0,MISC
pai-pod-000140,tensorflow,Terminated,1056471.0,1095982.0,20.0,29.296875,5.0,MISC
pai-pod-000141,tensorflow,Terminated,1059361.0,1154261.0,600.0,29.296875,100.0,MISC
pai-pod-000142,tensorflow,Terminated,1059364.0,1154074.0,600.0,29.296875,100.0,MISC
pai-pod-000143,tensorflow,Terminated,1059382.0,1154074.0,600.0,29.296875,100.0,MISC
pai-pod-000144,tensorflow,Terminated,1059710.0,1105152.0,600.0,29.296875,50.0,MISC
pai-pod-000145,tensorflow,Terminated,1059884.0,1138151.0,100.0,29.296875,200.0,MISC
pai-pod-000146,tensorflow,Terminated,1061098.0,1144508.0,600.0,29.296875,50.0,MISC
pai-pod-000147,PyTorchWorker,Terminated,1062373.0,1179132.0,1600.0,60.0,400.0,MISC
pai-pod-000148,tensorflow,Terminated,1062504.0,1255846.0,100.0,29.296875,200.0,MISC
pai-pod-000149,tensorflow,Terminated,1064230.0,1133151.0,600.0,29.296875,10.0,MISC
pai-pod-000150,tensorflow,Terminated,1064607.0,1167899.0,3200.0,29.296875,100.0,MISC
pai-pod-000151,tensorflow,Terminated,1065436.0,1121934.0,600.0,29.296875,100.0,V100
pai-pod-000152,tensorflow,Terminated,1066494.0,1102607.0,600.0,29.296875,400.0,V100
pai-pod-000153,tensorflow,Terminated,1066519.0,1150444.0,600.0,29.296875,100.0,MISC
pai-pod-000154,tensorflow,Terminated,1066644.0,1146109.0,600.0,29.296875,25.0,MISC
pai-pod-000155,tensorflow,Terminated,1066683.0,1115150.0,600.0,29.296875,200.0,MISC
pai-pod-000156,tensorflow,Terminated,1066702.0,1106967.0,600.0,29.296875,400.0,V100
pai-pod-000157,tensorflow,Terminated,1066740.0,1166725.0,600.0,29.296875,25.0,MISC
pai-pod-000158,tensorflow,Terminated,1067626.0,1154827.0,600.0,29.296875,50.0,MISC
pai-pod-000159,tensorflow,Terminated,1067864.0,1102969.0,600.0,29.296875,400.0,V100
pai-pod-000160,tensorflow,Terminated,1067978.0,1101998.0,600.0,29.296875,400.0,V100
pai-pod-000161,tensorflow,Terminated,1068114.0,1102818.0,600.0,29.296875,400.0,V100
pai-pod-000162,tensorflow,Terminated,1068306.0,1103518.0,600.0,29.296875,400.0,V100
pai-pod-000163,PyTorchWorker,Terminated,1068503.0,1115728.0,300.0,15.625,100.0,MISC
pai-pod-000164,tensorflow,Terminated,1068525.0,1102999.0,600.0,29.296875,400.0,V100
pai-pod-000165,tensorflow,Terminated,1068560.0,1105328.0,600.0,29.296875,400.0,V100
pai-pod-000166,tensorflow,Terminated,1068649.0,1101167.0,600.0,29.296875,400.0,V100
pai-pod-000167,tensorflow,Terminated,1068733.0,1153397.0,600.0,29.296875,100.0,MISC
pai-pod-000168,tensorflow,Terminated,1069034.0,1154898.0,600.0,29.296875,50.0,MISC
pai-pod-000169,tensorflow,Terminated,1069340.0,1158077.0,600.0,29.296875,200.0,MISC
pai-pod-000170,tensorflow,Terminated,1069636.0,1105271.0,600.0,29.296875,400.0,V100
pai-pod-000171,tensorflow,Terminated,1069645.0,1105147.0,600.0,29.296875,400.0,V100
pai-pod-000172,tensorflow,Terminated,1069792.0,1104382.0,600.0,29.296875,400.0,V100
pai-pod-000173,tensorflow,Terminated,1070075.0,1107202.0,600.0,29.296875,400.0,V100
pai-pod-000174,tensorflow,Terminated,1070174.0,1104435.0,600.0,29.296875,400.0,V100
pai-pod-000175,tensorflow,Terminated,1070388.0,1109033.0,600.0,29.296875,400.0,V100
pai-pod-000176,tensorflow,Terminated,1070396.0,1109555.0,600.0,29.296875,400.0,V100
pai-pod-000177,tensorflow,Terminated,1070432.0,1109507.0,600.0,29.296875,400.0,V100
pai-pod-000178,tensorflow,Terminated,1071047.0,1117814.0,600.0,29.296875,200.0,MISC
pai-pod-000179,tensorflow,Terminated,1072915.0,1113642.0,600.0,29.296875,50.0,T4
pai-pod-000180,tensorflow,Terminated,1072924.0,1110655.0,600.0,29.296875,100.0,MISC
pai-pod-000181,tensorflow,Terminated,1073073.0,1137767.0,600.0,29.296875,25.0,T4
pai-pod-000182,tensorflow,Terminated,1073622.0,1116248.0,600.0,29.296875,400.0,V100
pai-pod-000183,tensorflow,Terminated,1073836.0,1139267.0,600.0,29.296875,100.0,T4
pai-pod-000184,tensorflow,Terminated,1074707.0,1114870.0,600.0,29.296875,25.0,T4
pai-pod-000185,tensorflow,Terminated,1074732.0,1146931.0,600.0,29.296875,100.0,T4
pai-pod-000186,tensorflow,Terminated,1074734.0,1098293.0,600.0,29.296875,100.0,T4
pai-pod-000187,tensorflow,Terminated,1074734.0,1107712.0,600.0,29.296875,100.0,T4
pai-pod-000188,tensorflow,Terminated,1074751.0,1117215.0,600.0,29.296875,25.0,T4
pai-pod-000189,tensorflow,Terminated,1075393.0,1154979.0,600.0,29.296875,50.0,MISC
pai-pod-000190,PyTorchWorker,Terminated,1076702.0,1104434.0,1800.0,58.59375,200.0,V100
pai-pod-000191,tensorflow,Terminated,1077807.0,1098786.0,600.0,29.296875,50.0,T4
pai-pod-000192,TensorboardTask,Terminated,1077960.0,1137752.0,100.0,1.97265625,,
pai-pod-000193,PyTorchWorker,Terminated,1078373.0,1095841.0,1800.0,58.59375,100.0,MISC
pai-pod-000194,tensorflow,Terminated,1078839.0,1095839.0,600.0,29.296875,50.0,T4
pai-pod-000195,tensorflow,Terminated,1079660.0,1141913.0,600.0,29.296875,400.0,V100
pai-pod-000196,tensorflow,Terminated,1079880.0,1098027.0,600.0,29.296875,25.0,T4
pai-pod-000197,tensorflow,Terminated,1080423.0,1121388.0,600.0,29.296875,100.0,V100M32
pai-pod-000198,tensorflow,Terminated,1080922.0,1140474.0,600.0,29.296875,25.0,MISC
pai-pod-000199,tensorflow,Terminated,1081646.0,1094419.0,600.0,29.296875,200.0,T4
pai-pod-000200,tensorflow,Terminated,1081686.0,1112009.0,600.0,29.296875,400.0,V100
pai-pod-000201,tensorflow,Terminated,1081688.0,1147127.0,600.0,29.296875,100.0,MISC
pai-pod-000202,tensorflow,Terminated,1081689.0,1112136.0,600.0,29.296875,400.0,V100
pai-pod-000203,tensorflow,Terminated,1081701.0,1125276.0,600.0,29.296875,400.0,V100
pai-pod-000204,tensorflow,Terminated,1081802.0,1098229.0,600.0,29.296875,200.0,T4
pai-pod-000205,tensorflow,Terminated,1081806.0,1141770.0,600.0,29.296875,100.0,MISC
pai-pod-000206,tensorflow,Terminated,1082405.0,1101318.0,600.0,29.296875,100.0,MISC
pai-pod-000207,tensorflow,Terminated,1082591.0,1098197.0,600.0,29.296875,200.0,T4
pai-pod-000208,tensorflow,Terminated,1082628.0,1137607.0,600.0,29.296875,400.0,V100
pai-pod-000209,tensorflow,Terminated,1082632.0,1139930.0,600.0,29.296875,400.0,V100
pai-pod-000210,tensorflow,Terminated,1082650.0,1137394.0,600.0,29.296875,400.0,V100
pai-pod-000211,tensorflow,Terminated,1082742.0,1105778.0,600.0,29.296875,200.0,T4
pai-pod-000212,tensorflow,Terminated,1082900.0,1100977.0,600.0,29.296875,200.0,T4
pai-pod-000213,tensorflow,Terminated,1082938.0,1140262.0,600.0,29.296875,400.0,V100
pai-pod-000214,tensorflow,Terminated,1082943.0,1139962.0,600.0,29.296875,400.0,V100
pai-pod-000215,tensorflow,Terminated,1082954.0,1138959.0,600.0,29.296875,400.0,V100
pai-pod-000216,tensorflow,Terminated,1082995.0,1094430.0,600.0,29.296875,200.0,T4
pai-pod-000217,tensorflow,Terminated,1083013.0,1096897.0,600.0,29.296875,200.0,T4
pai-pod-000218,tensorflow,Terminated,1083062.0,1169317.0,600.0,29.296875,100.0,MISC
pai-pod-000219,tensorflow,Terminated,1083091.0,1111925.0,600.0,29.296875,200.0,T4
pai-pod-000220,tensorflow,Terminated,1083113.0,1114300.0,600.0,29.296875,100.0,MISC
pai-pod-000221,tensorflow,Terminated,1084049.0,1115409.0,600.0,29.296875,100.0,MISC
pai-pod-000222,tensorflow,Terminated,1084123.0,1154537.0,600.0,29.296875,25.0,MISC
pai-pod-000223,evaluator,Terminated,1084182.0,1097364.0,600.0,29.296875,25.0,T4
pai-pod-000224,tensorflow,Terminated,1084512.0,1110324.0,20.0,29.296875,10.0,MISC
pai-pod-000225,tensorflow,Terminated,1084517.0,1113308.0,20.0,29.296875,10.0,MISC
pai-pod-000226,tensorflow,Terminated,1084517.0,1111094.0,20.0,29.296875,10.0,MISC
pai-pod-000227,tensorflow,Terminated,1084518.0,1112985.0,20.0,29.296875,10.0,MISC
pai-pod-000228,tensorflow,Terminated,1084518.0,1099166.0,20.0,29.296875,10.0,MISC
pai-pod-000229,tensorflow,Terminated,1084520.0,1097310.0,20.0,29.296875,10.0,MISC
pai-pod-000230,tensorflow,Terminated,1084521.0,1111057.0,20.0,29.296875,10.0,MISC
pai-pod-000231,tensorflow,Terminated,1084522.0,1111510.0,20.0,29.296875,10.0,MISC
pai-pod-000232,tensorflow,Terminated,1084522.0,1107639.0,20.0,29.296875,10.0,MISC
pai-pod-000233,tensorflow,Terminated,1084522.0,1107753.0,20.0,29.296875,10.0,MISC
pai-pod-000234,tensorflow,Terminated,1084522.0,1103358.0,20.0,29.296875,10.0,MISC
pai-pod-000235,tensorflow,Terminated,1084522.0,1106421.0,20.0,29.296875,10.0,MISC
pai-pod-000236,tensorflow,Terminated,1084522.0,1106498.0,20.0,29.296875,10.0,MISC
pai-pod-000237,tensorflow,Terminated,1084522.0,1100696.0,20.0,29.296875,10.0,MISC
pai-pod-000238,tensorflow,Terminated,1084522.0,1107624.0,20.0,29.296875,10.0,MISC
pai-pod-000239,tensorflow,Terminated,1084523.0,1112639.0,20.0,29.296875,10.0,MISC
pai-pod-000240,tensorflow,Terminated,1084523.0,1104097.0,20.0,29.296875,10.0,MISC
pai-pod-000241,tensorflow,Terminated,1084523.0,1109740.0,20.0,29.296875,10.0,MISC
pai-pod-000242,tensorflow,Terminated,1084523.0,1114443.0,20.0,29.296875,10.0,MISC
pai-pod-000243,tensorflow,Terminated,1084525.0,1116980.0,20.0,29.296875,10.0,MISC
pai-pod-000244,tensorflow,Terminated,1084533.0,1116862.0,20.0,29.296875,10.0,MISC
pai-pod-000245,tensorflow,Terminated,1084539.0,1108023.0,20.0,29.296875,10.0,MISC
pai-pod-000246,OpenmpiTracker,Terminated,1085117.0,1095689.0,100.0,0.99609375,,
pai-pod-000247,PyTorchWorker,Terminated,1085155.0,1112907.0,1800.0,58.59375,100.0,V100M32
pai-pod-000248,tensorflow,Terminated,1085695.0,1129421.0,600.0,29.296875,100.0,V100M32
pai-pod-000249,tensorflow,Terminated,1085968.0,1117550.0,600.0,29.296875,25.0,T4
pai-pod-000250,tensorflow,Terminated,1086642.0,1106978.0,600.0,29.296875,200.0,T4
pai-pod-000251,tensorflow,Terminated,1086654.0,1101879.0,600.0,29.296875,200.0,T4
pai-pod-000252,tensorflow,Terminated,1086685.0,1140932.0,600.0,29.296875,400.0,V100
pai-pod-000253,tensorflow,Terminated,1086689.0,1138783.0,600.0,29.296875,400.0,V100
pai-pod-000254,tensorflow,Terminated,1086713.0,1140999.0,600.0,29.296875,400.0,V100
pai-pod-000255,tensorflow,Terminated,1086736.0,1101854.0,600.0,29.296875,200.0,T4
pai-pod-000256,tensorflow,Terminated,1086810.0,1115906.0,600.0,29.296875,200.0,T4
pai-pod-000257,tensorflow,Terminated,1086815.0,1124038.0,600.0,29.296875,100.0,T4
pai-pod-000258,tensorflow,Terminated,1086984.0,1114245.0,600.0,29.296875,200.0,T4
pai-pod-000259,tensorflow,Terminated,1086993.0,1110862.0,600.0,29.296875,200.0,T4
pai-pod-000260,tensorflow,Terminated,1087023.0,1141255.0,600.0,29.296875,400.0,V100
pai-pod-000261,tensorflow,Terminated,1087037.0,1142153.0,600.0,29.296875,400.0,V100
pai-pod-000262,tensorflow,Terminated,1087059.0,1149391.0,600.0,29.296875,400.0,V100
pai-pod-000263,tensorflow,Terminated,1087110.0,1111870.0,600.0,29.296875,200.0,T4
pai-pod-000264,tensorflow,Terminated,1087163.0,1124925.0,600.0,29.296875,200.0,T4
pai-pod-000265,tensorflow,Terminated,1087402.0,1109760.0,600.0,29.296875,100.0,T4
pai-pod-000266,tensorflow,Terminated,1087455.0,1116516.0,600.0,29.296875,25.0,T4
pai-pod-000267,tensorflow,Terminated,1087651.0,1136844.0,600.0,29.296875,50.0,T4
pai-pod-000268,evaluator,Terminated,1087695.0,1095139.0,600.0,29.296875,25.0,T4
pai-pod-000269,evaluator,Terminated,1087695.0,1096152.0,600.0,29.296875,25.0,T4
pai-pod-000270,tensorflow,Terminated,1087719.0,1120152.0,600.0,29.296875,50.0,T4
pai-pod-000271,tensorflow,Terminated,1087798.0,1135596.0,600.0,29.296875,50.0,T4
pai-pod-000272,PyTorchWorker,Terminated,1088723.0,1097977.0,1000.0,9.765625,100.0,T4
pai-pod-000273,PyTorchWorker,Terminated,1088785.0,1100150.0,1800.0,19.53125,800.0,V100
pai-pod-000274,PyTorchWorker,Terminated,1088896.0,1100347.0,1800.0,19.53125,800.0,V100
pai-pod-000275,PyTorchWorker,Terminated,1090384.0,1097031.0,1800.0,58.59375,100.0,T4
pai-pod-000276,tensorflow,Terminated,1091074.0,1136765.0,1200.0,29.296875,100.0,MISC
pai-pod-000277,TensorboardTask,Terminated,1091219.0,1097208.0,100.0,1.97265625,,
pai-pod-000278,tensorflow,Terminated,1091505.0,1095131.0,1200.0,29.296875,100.0,MISC
pai-pod-000279,PyTorchWorker,Terminated,1091599.0,1098405.0,1800.0,58.59375,100.0,MISC
pai-pod-000280,PyTorchWorker,Terminated,1091600.0,1098429.0,1800.0,58.59375,100.0,MISC
pai-pod-000281,PyTorchWorker,Terminated,1091600.0,1098963.0,1800.0,58.59375,100.0,MISC
pai-pod-000282,PyTorchWorker,Terminated,1091600.0,1099218.0,1800.0,58.59375,100.0,MISC
pai-pod-000283,PyTorchWorker,Terminated,1091600.0,1098386.0,1800.0,58.59375,100.0,MISC
pai-pod-000284,PyTorchWorker,Terminated,1091600.0,1098164.0,1800.0,58.59375,100.0,MISC
