job_name,task_name,status,start_time,end_time,plan_cpu,plan_mem,plan_gpu,gpu_type
pai-pod-004094,tensorflow,Terminated,1135963.0,1140939.0,600.0,29.296875,100.0,T4
pai-pod-004095,tensorflow,Terminated,1135981.0,1138717.0,600.0,29.296875,25.0,T4
pai-pod-004096,PyTorchWorker,Terminated,1135996.0,1136109.0,200.0,7.8125,100.0,MISC
pai-pod-004097,tensorflow,Terminated,1136002.0,1137279.0,600.0,29.296875,100.0,T4
pai-pod-004098,tensorflow,Terminated,1136008.0,1136275.0,600.0,29.296875,50.0,T4
pai-pod-004099,PyTorchWorker,Terminated,1136022.0,1136073.0,400.0,5.859375,100.0,MISC
pai-pod-004100,evaluator,Terminated,1136025.0,1136149.0,600.0,29.296875,25.0,T4
pai-pod-004101,evaluator,Terminated,1136025.0,1136149.0,600.0,29.296875,25.0,T4
pai-pod-004102,evaluator,Terminated,1136026.0,1136149.0,600.0,29.296875,25.0,T4
pai-pod-004103,evaluator,Terminated,1136026.0,1136149.0,600.0,29.296875,25.0,T4
pai-pod-004104,evaluator,Terminated,1136026.0,1136149.0,600.0,29.296875,25.0,T4
pai-pod-004105,evaluator,Terminated,1136026.0,1136149.0,600.0,29.296875,25.0,T4
pai-pod-004106,evaluator,Terminated,1136026.0,1136149.0,600.0,29.296875,25.0,T4
pai-pod-004107,evaluator,Terminated,1136026.0,1136149.0,600.0,29.296875,25.0,T4
pai-pod-004108,evaluator,Terminated,1136027.0,1136151.0,600.0,29.296875,25.0,T4
pai-pod-004109,evaluator,Terminated,1136030.0,1136374.0,600.0,29.296875,25.0,T4
pai-pod-004110,evaluator,Terminated,1136030.0,1136154.0,600.0,29.296875,25.0,T4
pai-pod-004111,evaluator,Terminated,1136030.0,1136154.0,600.0,29.296875,25.0,T4
pai-pod-004112,evaluator,Terminated,1136030.0,1136154.0,600.0,29.296875,25.0,T4
pai-pod-004113,evaluator,Terminated,1136030.0,1136363.0,600.0,29.296875,25.0,T4
pai-pod-004114,evaluator,Terminated,1136030.0,1136154.0,600.0,29.296875,25.0,T4
pai-pod-004115,evaluator,Terminated,1136031.0,1136155.0,600.0,29.296875,25.0,T4
pai-pod-004116,evaluator,Terminated,1136031.0,1136154.0,600.0,29.296875,25.0,T4
pai-pod-004117,xComputeWorker,Terminated,1136031.0,1136604.0,1000.0,19.55078125,50.0,T4
pai-pod-004118,evaluator,Terminated,1136031.0,1136155.0,600.0,29.296875,25.0,T4
pai-pod-004119,tensorflow,Terminated,1136037.0,1136333.0,600.0,29.296875,25.0,MISC
pai-pod-004120,tensorflow,Terminated,1136040.0,1136085.0,600.0,29.296875,100.0,MISC
pai-pod-004121,tensorflow,Terminated,1136052.0,1136094.0,600.0,29.296875,100.0,MISC
pai-pod-004122,tensorflow,Terminated,1136062.0,1136116.0,600.0,29.296875,100.0,T4
pai-pod-004123,tensorflow,Terminated,1136083.0,1140340.0,600.0,29.296875,100.0,T4
pai-pod-004124,tensorflow,Terminated,1136083.0,1153169.0,600.0,29.296875,25.0,MISC
pai-pod-004125,xComputeWorker,Terminated,1136090.0,1137114.0,1000.0,19.55078125,50.0,T4
pai-pod-004126,xComputeWorker,Terminated,1136094.0,1136426.0,1000.0,19.55078125,50.0,T4
pai-pod-004127,tensorflow,Terminated,1136097.0,1161313.0,3200.0,29.296875,800.0,V100
pai-pod-004128,evaluator,Terminated,1136115.0,1138124.0,600.0,29.296875,25.0,T4
pai-pod-004129,evaluator,Terminated,1136115.0,1137372.0,600.0,29.296875,25.0,T4
pai-pod-004130,tensorflow,Terminated,1136122.0,1136184.0,600.0,29.296875,25.0,MISC
pai-pod-004131,xComputeWorker,Terminated,1136126.0,1136503.0,1000.0,19.55078125,50.0,T4
pai-pod-004132,xComputeWorker,Terminated,1136127.0,1136549.0,1000.0,19.55078125,50.0,T4
pai-pod-004133,tensorflow,Terminated,1136133.0,1136867.0,600.0,29.296875,25.0,MISC
pai-pod-004134,tensorflow,Terminated,1136138.0,1136535.0,600.0,29.296875,200.0,MISC
pai-pod-004135,tensorflow,Terminated,1136138.0,1136172.0,600.0,29.296875,25.0,MISC
pai-pod-004136,tensorflow,Terminated,1136153.0,1163526.0,600.0,29.296875,100.0,MISC
pai-pod-004137,tensorflow,Terminated,1136173.0,1136368.0,600.0,29.296875,100.0,T4
pai-pod-004138,evaluator,Terminated,1136178.0,1136302.0,600.0,29.296875,25.0,T4
pai-pod-004139,evaluator,Terminated,1136179.0,1136302.0,600.0,29.296875,25.0,T4
pai-pod-004140,evaluator,Terminated,1136179.0,1136302.0,600.0,29.296875,25.0,T4
pai-pod-004141,tensorflow,Terminated,1136186.0,1140482.0,600.0,29.296875,100.0,T4
pai-pod-004142,tensorflow,Terminated,1136188.0,1136918.0,600.0,29.296875,50.0,MISC
pai-pod-004143,TensorboardTask,Terminated,1136189.0,1138952.0,100.0,1.97265625,,
pai-pod-004144,tensorflow,Terminated,1136205.0,1136854.0,600.0,29.296875,100.0,MISC
pai-pod-004145,tensorflow,Terminated,1136236.0,1136346.0,600.0,29.296875,100.0,MISC
pai-pod-004146,PyTorchWorker,Terminated,1136247.0,1136384.0,1800.0,58.59375,100.0,MISC
pai-pod-004147,evaluator,Terminated,1136325.0,1136530.0,600.0,29.296875,25.0,T4
pai-pod-004148,evaluator,Terminated,1136334.0,1136716.0,600.0,29.296875,,
pai-pod-004149,tensorflow,Terminated,1136357.0,1136535.0,600.0,29.296875,100.0,MISC
pai-pod-004150,tensorflow,Terminated,1136397.0,1170578.0,600.0,29.296875,200.0,MISC
pai-pod-004151,evaluator,Terminated,1136404.0,1136547.0,600.0,29.296875,25.0,T4
pai-pod-004152,evaluator,Terminated,1136404.0,1136547.0,600.0,29.296875,25.0,T4
pai-pod-004153,evaluator,Terminated,1136404.0,1136558.0,600.0,29.296875,25.0,T4
pai-pod-004154,tensorflow,Terminated,1136427.0,1136554.0,600.0,29.296875,100.0,MISC
pai-pod-004155,tensorflow,Terminated,1136428.0,1136467.0,600.0,29.296875,25.0,MISC
pai-pod-004156,tensorflow,Terminated,1136433.0,1136622.0,600.0,29.296875,100.0,MISC
pai-pod-004157,tensorflow,Terminated,1136439.0,1136807.0,600.0,29.296875,25.0,MISC
pai-pod-004158,xComputeWorker,Terminated,1136498.0,1136838.0,1000.0,19.55078125,50.0,T4
pai-pod-004159,tensorflow,Terminated,1136504.0,1143909.0,600.0,29.296875,25.0,MISC
pai-pod-004160,xComputeWorker,Terminated,1136517.0,1136808.0,1000.0,19.55078125,50.0,T4
pai-pod-004161,evaluator,Terminated,1136554.0,1136698.0,600.0,29.296875,25.0,T4
pai-pod-004162,evaluator,Terminated,1136555.0,1136709.0,600.0,29.296875,25.0,T4
pai-pod-004163,tensorflow,Terminated,1136555.0,1136695.0,600.0,29.296875,100.0,MISC
pai-pod-004164,evaluator,Terminated,1136556.0,1136710.0,600.0,29.296875,25.0,T4
pai-pod-004165,xComputeWorker,Terminated,1136580.0,1136924.0,1000.0,19.55078125,50.0,T4
pai-pod-004166,evaluator,Terminated,1136584.0,1136788.0,600.0,29.296875,25.0,T4
pai-pod-004167,tensorflow,Terminated,1136586.0,1138808.0,600.0,29.296875,100.0,MISC
pai-pod-004168,tensorflow,Terminated,1136586.0,1139078.0,600.0,29.296875,100.0,MISC
pai-pod-004169,tensorflow,Terminated,1136586.0,1136615.0,600.0,29.296875,25.0,MISC
pai-pod-004170,tensorflow,Terminated,1136587.0,1139087.0,600.0,29.296875,100.0,MISC
pai-pod-004171,tensorflow,Terminated,1136587.0,1138893.0,600.0,29.296875,100.0,MISC
pai-pod-004172,tensorflow,Terminated,1136587.0,1139253.0,600.0,29.296875,100.0,MISC
pai-pod-004173,tensorflow,Terminated,1136588.0,1138758.0,600.0,29.296875,100.0,MISC
pai-pod-004174,tensorflow,Terminated,1136589.0,1136986.0,600.0,29.296875,100.0,P100
pai-pod-004175,tensorflow,Terminated,1136591.0,1139284.0,600.0,29.296875,100.0,P100
pai-pod-004176,tensorflow,Terminated,1136591.0,1139326.0,600.0,29.296875,100.0,P100
pai-pod-004177,tensorflow,Terminated,1136591.0,1138833.0,600.0,29.296875,100.0,P100
pai-pod-004178,tensorflow,Terminated,1136592.0,1138884.0,600.0,29.296875,100.0,P100
pai-pod-004179,tensorflow,Terminated,1136592.0,1138293.0,600.0,29.296875,100.0,P100
pai-pod-004180,tensorflow,Terminated,1136592.0,1138250.0,600.0,29.296875,100.0,P100
pai-pod-004181,tensorflow,Terminated,1136592.0,1139214.0,600.0,29.296875,100.0,P100
pai-pod-004182,tensorflow,Terminated,1136592.0,1138260.0,600.0,29.296875,100.0,P100
pai-pod-004183,tensorflow,Terminated,1136592.0,1139223.0,600.0,29.296875,100.0,P100
pai-pod-004184,tensorflow,Terminated,1136592.0,1138832.0,600.0,29.296875,100.0,P100
pai-pod-004185,tensorflow,Terminated,1136592.0,1139174.0,600.0,29.296875,100.0,P100
pai-pod-004186,tensorflow,Terminated,1136593.0,1139346.0,600.0,29.296875,100.0,P100
pai-pod-004187,tensorflow,Terminated,1136593.0,1139213.0,600.0,29.296875,100.0,P100
pai-pod-004188,tensorflow,Terminated,1136593.0,1138782.0,600.0,29.296875,100.0,P100
pai-pod-004189,tensorflow,Terminated,1136593.0,1136986.0,600.0,29.296875,100.0,P100
pai-pod-004190,tensorflow,Terminated,1136593.0,1138772.0,600.0,29.296875,100.0,P100
pai-pod-004191,tensorflow,Terminated,1136593.0,1138234.0,600.0,29.296875,100.0,P100
pai-pod-004192,tensorflow,Terminated,1136593.0,1136986.0,600.0,29.296875,100.0,P100
pai-pod-004193,tensorflow,Terminated,1136594.0,1136975.0,600.0,29.296875,100.0,P100
pai-pod-004194,tensorflow,Terminated,1136596.0,1139123.0,600.0,29.296875,100.0,P100
pai-pod-004195,tensorflow,Terminated,1136602.0,1136636.0,600.0,29.296875,100.0,T4
pai-pod-004196,tensorflow,Terminated,1136604.0,1136675.0,600.0,29.296875,25.0,MISC
pai-pod-004197,PyTorchWorker,Terminated,1136612.0,1142779.0,1800.0,58.59375,100.0,T4
pai-pod-004198,tensorflow,Terminated,1136615.0,1138338.0,600.0,29.296875,100.0,MISC
pai-pod-004199,tensorflow,Terminated,1136620.0,1137090.0,600.0,29.296875,200.0,MISC
pai-pod-004200,xComputeWorker,Terminated,1136622.0,1137096.0,1000.0,19.55078125,50.0,T4
pai-pod-004201,xComputeWorker,Terminated,1136623.0,1136953.0,1000.0,19.55078125,50.0,T4
pai-pod-004202,tensorflow,Terminated,1136639.0,1137016.0,600.0,29.296875,100.0,MISC
pai-pod-004203,tensorflow,Terminated,1136671.0,1137117.0,600.0,29.296875,100.0,T4
pai-pod-004204,tensorflow,Terminated,1136673.0,1136798.0,600.0,29.296875,25.0,MISC
pai-pod-004205,PyTorchWorker,Terminated,1136679.0,1137045.0,50.0,48.828125,500.0,V100
pai-pod-004206,tensorflow,Terminated,1136683.0,1136798.0,600.0,29.296875,25.0,MISC
pai-pod-004207,xComputeWorker,Terminated,1136684.0,1137218.0,1000.0,19.55078125,50.0,T4
pai-pod-004208,PyTorchWorker,Terminated,1136691.0,1136990.0,50.0,48.828125,500.0,V100
pai-pod-004209,PyTorchWorker,Terminated,1136707.0,1137006.0,50.0,48.828125,500.0,V100
pai-pod-004210,tensorflow,Terminated,1136721.0,1136916.0,600.0,29.296875,25.0,MISC
pai-pod-004211,tensorflow,Terminated,1136722.0,1136945.0,600.0,29.296875,25.0,T4
pai-pod-004212,evaluator,Terminated,1136734.0,1136938.0,600.0,29.296875,25.0,T4
pai-pod-004213,evaluator,Terminated,1136747.0,1137898.0,600.0,29.296875,,
pai-pod-004214,tensorflow,Terminated,1136758.0,1137009.0,600.0,29.296875,50.0,MISC
pai-pod-004215,tensorflow,Terminated,1136762.0,1136786.0,600.0,29.296875,100.0,MISC
pai-pod-004216,tensorflow,Terminated,1136764.0,1136888.0,600.0,29.296875,100.0,MISC
pai-pod-004217,tensorflow,Terminated,1136767.0,1137984.0,600.0,29.296875,100.0,MISC
pai-pod-004218,tensorflow,Terminated,1136768.0,1140705.0,600.0,29.296875,25.0,MISC
pai-pod-004219,tensorflow,Terminated,1136786.0,1137658.0,600.0,29.296875,25.0,MISC
pai-pod-004220,tensorflow,Terminated,1136797.0,1137153.0,600.0,29.296875,100.0,MISC
pai-pod-004221,evaluator,Terminated,1136814.0,1136968.0,600.0,29.296875,25.0,T4
pai-pod-004222,evaluator,Terminated,1136814.0,1136968.0,600.0,29.296875,25.0,T4
pai-pod-004223,evaluator,Terminated,1136814.0,1136968.0,600.0,29.296875,25.0,T4
pai-pod-004224,PyTorchWorker,Terminated,1136816.0,1136997.0,1800.0,58.59375,100.0,MISC
pai-pod-004225,tensorflow,Terminated,1136822.0,1141119.0,600.0,29.296875,100.0,T4
pai-pod-004226,tensorflow,Terminated,1136827.0,1201561.0,600.0,29.296875,50.0,MISC
pai-pod-004227,tensorflow,Terminated,1136881.0,1136897.0,600.0,29.296875,100.0,MISC
pai-pod-004228,tensorflow,Terminated,1136889.0,1136908.0,600.0,29.296875,100.0,MISC
pai-pod-004229,tensorflow,Terminated,1136890.0,1137071.0,600.0,29.296875,100.0,MISC
pai-pod-004230,tensorflow,Terminated,1136922.0,1136967.0,600.0,29.296875,100.0,MISC
pai-pod-004231,xComputeWorker,Terminated,1136934.0,1137286.0,1000.0,19.55078125,50.0,T4
pai-pod-004232,tensorflow,Terminated,1136939.0,1137010.0,600.0,29.296875,100.0,MISC
pai-pod-004233,tensorflow,Terminated,1136940.0,1137138.0,600.0,29.296875,25.0,MISC
pai-pod-004234,evaluator,Terminated,1136962.0,1137236.0,600.0,29.296875,25.0,T4
pai-pod-004235,evaluator,Terminated,1136963.0,1137207.0,600.0,29.296875,25.0,T4
pai-pod-004236,evaluator,Terminated,1136963.0,1137237.0,600.0,29.296875,25.0,T4
pai-pod-004237,ReduceTask,Terminated,1136980.0,1137764.0,100.0,1.97265625,,
pai-pod-004238,tensorflow,Terminated,1136989.0,1137319.0,600.0,29.296875,25.0,MISC
pai-pod-004239,PyTorchWorker,Terminated,1136990.0,1137015.0,1800.0,58.59375,100.0,T4
pai-pod-004240,evaluator,Terminated,1136993.0,1137197.0,600.0,29.296875,25.0,T4
pai-pod-004241,xComputeWorker,Terminated,1137059.0,1137553.0,1000.0,19.55078125,50.0,T4
pai-pod-004242,tensorflow,Terminated,1137097.0,1137591.0,600.0,29.296875,25.0,MISC
pai-pod-004243,tensorflow,Terminated,1137145.0,1137774.0,600.0,29.296875,25.0,MISC
pai-pod-004244,xComputeWorker,Terminated,1137147.0,1137756.0,1000.0,19.55078125,50.0,T4
pai-pod-004245,tensorflow,Terminated,1137152.0,1141520.0,600.0,29.296875,100.0,T4
pai-pod-004246,tensorflow,Terminated,1137155.0,1137220.0,600.0,29.296875,100.0,T4
pai-pod-004247,tensorflow,Terminated,1137158.0,1137182.0,600.0,29.296875,100.0,T4
pai-pod-004248,tensorflow,Terminated,1137186.0,1137575.0,600.0,29.296875,200.0,MISC
pai-pod-004249,tensorflow,Terminated,1137206.0,1140295.0,600.0,29.296875,25.0,MISC
pai-pod-004250,xComputeWorker,Terminated,1137209.0,1138088.0,1000.0,19.55078125,50.0,T4
pai-pod-004251,tensorflow,Terminated,1137210.0,1141547.0,600.0,29.296875,100.0,T4
pai-pod-004252,evaluator,Terminated,1137224.0,1137468.0,600.0,29.296875,25.0,T4
pai-pod-004253,evaluator,Terminated,1137224.0,1137468.0,600.0,29.296875,25.0,T4
pai-pod-004254,evaluator,Terminated,1137224.0,1137468.0,600.0,29.296875,25.0,T4
pai-pod-004255,tensorflow,Terminated,1137256.0,1137271.0,600.0,29.296875,100.0,T4
pai-pod-004256,xComputeWorker,Terminated,1137269.0,1137777.0,1000.0,19.55078125,50.0,T4
pai-pod-004257,tensorflow,Terminated,1137278.0,1137852.0,600.0,29.296875,25.0,MISC
pai-pod-004258,tensorflow,Terminated,1137286.0,1137310.0,600.0,29.296875,100.0,T4
pai-pod-004259,tensorflow,Terminated,1137293.0,1138290.0,600.0,29.296875,25.0,MISC
pai-pod-004260,tensorflow,Terminated,1137304.0,1137631.0,600.0,29.296875,100.0,MISC
pai-pod-004261,tensorflow,Terminated,1137308.0,1137474.0,600.0,29.296875,100.0,T4
pai-pod-004262,tensorflow,Terminated,1137310.0,1141783.0,600.0,29.296875,100.0,T4
pai-pod-004263,tensorflow,Terminated,1137327.0,1137453.0,600.0,29.296875,100.0,MISC
pai-pod-004264,xComputeWorker,Terminated,1137334.0,1137777.0,1000.0,19.55078125,50.0,T4
pai-pod-004265,tensorflow,Terminated,1137344.0,1137368.0,600.0,29.296875,100.0,T4
pai-pod-004266,tensorflow,Terminated,1137370.0,1137622.0,600.0,29.296875,25.0,MISC
pai-pod-004267,tensorflow,Terminated,1137375.0,1137511.0,600.0,29.296875,100.0,MISC
pai-pod-004268,tensorflow,Terminated,1137379.0,1137455.0,600.0,29.296875,100.0,T4
pai-pod-004269,tensorflow,Terminated,1137484.0,1137652.0,600.0,29.296875,100.0,MISC
pai-pod-004270,tensorflow,Terminated,1137484.0,1137923.0,600.0,29.296875,100.0,MISC
pai-pod-004271,tensorflow,Terminated,1137485.0,1137692.0,600.0,29.296875,100.0,MISC
pai-pod-004272,tensorflow,Terminated,1137486.0,1137684.0,600.0,29.296875,100.0,MISC
pai-pod-004273,tensorflow,Terminated,1137501.0,1138315.0,100.0,29.296875,25.0,MISC
pai-pod-004274,tensorflow,Terminated,1137501.0,1138578.0,100.0,29.296875,25.0,MISC
pai-pod-004275,tensorflow,Terminated,1137504.0,1138567.0,100.0,29.296875,25.0,MISC
pai-pod-004276,tensorflow,Terminated,1137504.0,1139303.0,100.0,29.296875,25.0,MISC
pai-pod-004277,tensorflow,Terminated,1137504.0,1138378.0,100.0,29.296875,25.0,MISC
pai-pod-004278,tensorflow,Terminated,1137504.0,1138335.0,100.0,29.296875,25.0,MISC
pai-pod-004279,tensorflow,Terminated,1137505.0,1138378.0,100.0,29.296875,25.0,MISC
pai-pod-004280,tensorflow,Terminated,1137506.0,1138731.0,100.0,29.296875,25.0,MISC
pai-pod-004281,tensorflow,Terminated,1137507.0,1138207.0,100.0,29.296875,25.0,MISC
pai-pod-004282,tensorflow,Terminated,1137507.0,1138206.0,100.0,29.296875,25.0,MISC
pai-pod-004283,tensorflow,Terminated,1137508.0,1138670.0,100.0,29.296875,25.0,MISC
pai-pod-004284,tensorflow,Terminated,1137508.0,1138695.0,100.0,29.296875,25.0,MISC
pai-pod-004285,tensorflow,Terminated,1137508.0,1138317.0,100.0,29.296875,25.0,MISC
pai-pod-004286,tensorflow,Terminated,1137508.0,1138230.0,100.0,29.296875,25.0,MISC
pai-pod-004287,tensorflow,Terminated,1137508.0,1138570.0,100.0,29.296875,25.0,MISC
pai-pod-004288,tensorflow,Terminated,1137508.0,1138862.0,100.0,29.296875,25.0,MISC
pai-pod-004289,tensorflow,Terminated,1137508.0,1138629.0,100.0,29.296875,25.0,MISC
pai-pod-004290,tensorflow,Terminated,1137508.0,1138205.0,100.0,29.296875,25.0,MISC
pai-pod-004291,tensorflow,Terminated,1137509.0,1138220.0,100.0,29.296875,25.0,MISC
pai-pod-004292,tensorflow,Terminated,1137509.0,1138680.0,100.0,29.296875,25.0,MISC
pai-pod-004293,tensorflow,Terminated,1137509.0,1139717.0,100.0,29.296875,25.0,MISC
pai-pod-004294,tensorflow,Terminated,1137510.0,1139321.0,100.0,29.296875,25.0,MISC
pai-pod-004295,tensorflow,Terminated,1137510.0,1139523.0,100.0,29.296875,25.0,MISC
pai-pod-004296,tensorflow,Terminated,1137511.0,1138174.0,100.0,29.296875,25.0,MISC
pai-pod-004297,tensorflow,Terminated,1137511.0,1138629.0,100.0,29.296875,25.0,MISC
pai-pod-004298,tensorflow,Terminated,1137511.0,1138184.0,100.0,29.296875,25.0,MISC
pai-pod-004299,tensorflow,Terminated,1137511.0,1138570.0,100.0,29.296875,25.0,MISC
pai-pod-004300,tensorflow,Terminated,1137511.0,1138290.0,100.0,29.296875,25.0,MISC
pai-pod-004301,tensorflow,Terminated,1137511.0,1138608.0,100.0,29.296875,25.0,MISC
pai-pod-004302,tensorflow,Terminated,1137512.0,1138186.0,100.0,29.296875,25.0,MISC
pai-pod-004303,tensorflow,Terminated,1137512.0,1138678.0,100.0,29.296875,25.0,MISC
pai-pod-004304,tensorflow,Terminated,1137514.0,1138688.0,100.0,29.296875,25.0,MISC
pai-pod-004305,tensorflow,Terminated,1137514.0,1138206.0,100.0,29.296875,25.0,MISC
pai-pod-004306,tensorflow,Terminated,1137514.0,1138257.0,100.0,29.296875,25.0,MISC
pai-pod-004307,tensorflow,Terminated,1137514.0,1138296.0,100.0,29.296875,25.0,MISC
pai-pod-004308,tensorflow,Terminated,1137514.0,1138197.0,100.0,29.296875,25.0,MISC
pai-pod-004309,tensorflow,Terminated,1137514.0,1138237.0,100.0,29.296875,25.0,MISC
pai-pod-004310,tensorflow,Terminated,1137514.0,1138175.0,100.0,29.296875,25.0,MISC
pai-pod-004311,tensorflow,Terminated,1137514.0,1138205.0,100.0,29.296875,25.0,MISC
pai-pod-004312,tensorflow,Terminated,1137516.0,1138258.0,100.0,29.296875,25.0,MISC
pai-pod-004313,tensorflow,Terminated,1137516.0,1138811.0,100.0,29.296875,25.0,MISC
pai-pod-004314,tensorflow,Terminated,1137516.0,1139162.0,100.0,29.296875,25.0,MISC
pai-pod-004315,tensorflow,Terminated,1137516.0,1138216.0,100.0,29.296875,25.0,MISC
pai-pod-004316,tensorflow,Terminated,1137516.0,1138661.0,100.0,29.296875,25.0,MISC
pai-pod-004317,tensorflow,Terminated,1137516.0,1138249.0,100.0,29.296875,25.0,MISC
pai-pod-004318,tensorflow,Terminated,1137517.0,1138911.0,100.0,29.296875,25.0,MISC
pai-pod-004319,tensorflow,Terminated,1137517.0,1138337.0,100.0,29.296875,25.0,MISC
pai-pod-004320,tensorflow,Terminated,1137517.0,1138564.0,100.0,29.296875,25.0,MISC
pai-pod-004321,tensorflow,Terminated,1137518.0,1138317.0,100.0,29.296875,25.0,MISC
pai-pod-004322,tensorflow,Terminated,1137518.0,1138319.0,100.0,29.296875,25.0,MISC
pai-pod-004323,tensorflow,Terminated,1137520.0,1138267.0,100.0,29.296875,25.0,MISC
pai-pod-004324,tensorflow,Terminated,1137520.0,1139053.0,100.0,29.296875,25.0,MISC
pai-pod-004325,tensorflow,Terminated,1137520.0,1139627.0,100.0,29.296875,25.0,MISC
pai-pod-004326,tensorflow,Terminated,1137520.0,1138832.0,100.0,29.296875,25.0,MISC
pai-pod-004327,tensorflow,Terminated,1137521.0,1138247.0,100.0,29.296875,25.0,MISC
pai-pod-004328,tensorflow,Terminated,1137521.0,1138420.0,100.0,29.296875,25.0,MISC
pai-pod-004329,tensorflow,Terminated,1137521.0,1139033.0,100.0,29.296875,25.0,MISC
pai-pod-004330,tensorflow,Terminated,1137521.0,1138621.0,100.0,29.296875,25.0,MISC
pai-pod-004331,tensorflow,Terminated,1137522.0,1138327.0,100.0,29.296875,25.0,MISC
pai-pod-004332,tensorflow,Terminated,1137522.0,1138308.0,100.0,29.296875,25.0,MISC
pai-pod-004333,tensorflow,Terminated,1137523.0,1138679.0,100.0,29.296875,25.0,MISC
pai-pod-004334,tensorflow,Terminated,1137523.0,1139486.0,100.0,29.296875,25.0,MISC
pai-pod-004335,tensorflow,Terminated,1137523.0,1138309.0,100.0,29.296875,25.0,MISC
pai-pod-004336,tensorflow,Terminated,1137523.0,1138296.0,100.0,29.296875,25.0,MISC
pai-pod-004337,tensorflow,Terminated,1137536.0,1140154.0,600.0,29.296875,50.0,T4
pai-pod-004338,PyTorchWorker,Terminated,1137573.0,1137581.0,1800.0,58.59375,100.0,T4
pai-pod-004339,JupyterTask,Terminated,1137640.0,1141271.0,200.0,3.92578125,100.0,MISC
pai-pod-004340,tensorflow,Terminated,1137646.0,1138515.0,600.0,29.296875,100.0,MISC
pai-pod-004341,tensorflow,Terminated,1137651.0,1137714.0,600.0,29.296875,100.0,MISC
pai-pod-004342,tensorflow,Terminated,1137655.0,1138063.0,600.0,29.296875,100.0,MISC
pai-pod-004343,tensorflow,Terminated,1137655.0,1139937.0,600.0,29.296875,100.0,MISC
pai-pod-004344,xComputeWorker,Terminated,1137657.0,1138115.0,1000.0,19.55078125,50.0,T4
pai-pod-004345,tensorflow,Terminated,1137681.0,1138074.0,600.0,29.296875,200.0,MISC
pai-pod-004346,tensorflow,Terminated,1137688.0,1148653.0,600.0,29.296875,100.0,MISC
pai-pod-004347,tensorflow,Terminated,1137695.0,1138794.0,600.0,29.296875,100.0,MISC
pai-pod-004348,tensorflow,Terminated,1137746.0,1137783.0,600.0,29.296875,100.0,MISC
pai-pod-004349,tensorflow,Terminated,1137765.0,1137943.0,600.0,29.296875,100.0,MISC
pai-pod-004350,tensorflow,Terminated,1137795.0,1138196.0,600.0,29.296875,100.0,MISC
pai-pod-004351,tensorflow,Terminated,1137805.0,1138009.0,600.0,29.296875,25.0,T4
pai-pod-004352,tensorflow,Terminated,1137824.0,1138160.0,600.0,29.296875,100.0,T4
pai-pod-004353,xComputeWorker,Terminated,1137828.0,1138167.0,1000.0,19.55078125,50.0,T4
pai-pod-004354,PyTorchWorker,Terminated,1137873.0,1141142.0,1800.0,58.59375,400.0,V100
pai-pod-004355,tensorflow,Terminated,1137883.0,1137915.0,600.0,29.296875,100.0,MISC
pai-pod-004356,xComputeWorker,Terminated,1137892.0,1138365.0,1000.0,19.55078125,50.0,T4
pai-pod-004357,tensorflow,Terminated,1137893.0,1138095.0,600.0,29.296875,25.0,MISC
pai-pod-004358,xComputeWorker,Terminated,1137894.0,1138289.0,1000.0,19.55078125,50.0,T4
pai-pod-004359,tensorflow,Terminated,1137901.0,1137943.0,600.0,29.296875,200.0,MISC
pai-pod-004360,tensorflow,Terminated,1137912.0,1140436.0,600.0,29.296875,25.0,T4
pai-pod-004361,tensorflow,Terminated,1137927.0,1137974.0,600.0,29.296875,100.0,MISC
pai-pod-004362,evaluator,Terminated,1137959.0,1138113.0,600.0,29.296875,25.0,T4
pai-pod-004363,tensorflow,Terminated,1137963.0,1140337.0,600.0,29.296875,25.0,T4
pai-pod-004364,tensorflow,Terminated,1137965.0,1138136.0,600.0,29.296875,50.0,MISC
pai-pod-004365,tensorflow,Terminated,1137980.0,1138115.0,600.0,29.296875,100.0,MISC
pai-pod-004366,PyTorchWorker,Terminated,1137988.0,1137996.0,1800.0,58.59375,100.0,T4
pai-pod-004367,tensorflow,Terminated,1138011.0,1138034.0,600.0,29.296875,100.0,MISC
pai-pod-004368,PyTorchWorker,Terminated,1138019.0,1138028.0,1800.0,58.59375,100.0,T4
pai-pod-004369,evaluator,Terminated,1138022.0,1138195.0,600.0,29.296875,25.0,T4
pai-pod-004370,evaluator,Terminated,1138023.0,1138177.0,600.0,29.296875,25.0,T4
pai-pod-004371,evaluator,Terminated,1138023.0,1138177.0,600.0,29.296875,25.0,T4
pai-pod-004372,evaluator,Terminated,1138023.0,1138176.0,600.0,29.296875,25.0,T4
pai-pod-004373,evaluator,Terminated,1138023.0,1138197.0,600.0,29.296875,25.0,T4
pai-pod-004374,evaluator,Terminated,1138024.0,1138178.0,600.0,29.296875,25.0,T4
pai-pod-004375,evaluator,Terminated,1138024.0,1138177.0,600.0,29.296875,25.0,T4
pai-pod-004376,evaluator,Terminated,1138024.0,1138178.0,600.0,29.296875,25.0,T4
pai-pod-004377,evaluator,Terminated,1138025.0,1138178.0,600.0,29.296875,25.0,T4
pai-pod-004378,tensorflow,Terminated,1138046.0,1140661.0,600.0,29.296875,25.0,T4
pai-pod-004379,tensorflow,Terminated,1138065.0,1138270.0,600.0,29.296875,25.0,MISC
